Name of the farmer,Type of Soil,Type/Variety,Location,Type of Crops,Week 1,Week 2,Week 3,Week 4,Month,Year,Total,Report Type
Kathleen Jennifer Bryant,Non-Irrigated,NSIC Rc 216,Purok 4,Coconut,1.24,1.58,0.54,0.75,January,2021,4.11,Harvest
Kathleen Jennifer Bryant,Non-Irrigated,Tubigan 14,Purok 4,Coconut,1.58,1.45,1.51,1.91,February,2021,6.45,Harvest
Kathleen Jennifer Bryant,Non-Irrigated,Tubigan 14,Purok 4,Coconut,1.5,1.66,1.84,1.85,March,2021,6.85,Harvest
Kathleen Jennifer Bryant,Irrigated,NSIC Rc 216,Purok 4,Coconut,1.14,1.96,1.75,0.77,April,2021,5.62,Harvest
Kathleen Jennifer Bryant,Irrigated,PSB Rc82,Purok 4,Coconut,1.67,1.84,1.92,1.16,May,2021,6.59,Harvest
Kathleen Jennifer Bryant,Non-Irrigated,Tubigan 14,Purok 4,Coconut,1.04,1.68,1.25,0.75,June,2021,4.72,Harvest
Kathleen Jennifer Bryant,Irrigated,NSIC Rc 222,Purok 4,Coconut,0.99,1.63,1.9,0.65,July,2021,5.17,Harvest
Kathleen Jennifer Bryant,Non-Irrigated,NSIC Rc 216,Purok 4,Coconut,1.41,0.8,1.65,0.9,August,2021,4.76,Harvest
Kathleen Jennifer Bryant,Non-Irrigated,NSIC Rc 216,Purok 4,Coconut,0.8,1,0.83,1.09,September,2021,3.72,Harvest
Kathleen Jennifer Bryant,Irrigated,Tubigan 14,Purok 4,Coconut,1.68,0.85,1.01,1.8,October,2021,5.34,Harvest
Kathleen Jennifer Bryant,Non-Irrigated,NSIC Rc 216,Purok 4,Coconut,1.08,0.66,0.87,0.82,November,2021,3.43,Harvest
Kathleen Jennifer Bryant,Irrigated,NSIC Rc 222,Purok 4,Coconut,1.28,1.97,1.01,1.98,December,2021,6.24,Harvest
Kathleen Jennifer Bryant,Irrigated,NSIC Rc 222,Purok 4,Coconut,1.61,1.63,0.76,1.6,January,2022,5.6,Harvest
Kathleen Jennifer Bryant,Irrigated,PSB Rc82,Purok 4,Coconut,1.96,1.02,1.23,1.86,February,2022,6.07,Harvest
Kathleen Jennifer Bryant,Irrigated,Tubigan 14,Purok 4,Coconut,0.86,1.35,1.17,1.03,March,2022,4.41,Harvest
Kathleen Jennifer Bryant,Irrigated,NSIC Rc 216,Purok 4,Coconut,0.9,0.87,1.86,1.6,April,2022,5.23,Harvest
Kathleen Jennifer Bryant,Non-Irrigated,NSIC Rc 222,Purok 4,Coconut,1.46,1.03,1.73,1.46,May,2022,5.68,Harvest
Kathleen Jennifer Bryant,Non-Irrigated,NSIC Rc 222,Purok 4,Coconut,0.62,1.72,1.72,1.87,June,2022,5.93,Harvest
Kathleen Jennifer Bryant,Non-Irrigated,Tubigan 14,Purok 4,Coconut,0.8,1.24,1.43,1.4,July,2022,4.87,Harvest
Kathleen Jennifer Bryant,Irrigated,NSIC Rc 222,Purok 4,Coconut,1.02,0.93,1.71,1.07,August,2022,4.73,Harvest
Kathleen Jennifer Bryant,Irrigated,Tubigan 14,Purok 4,Coconut,1.36,0.56,1.91,1.7,September,2022,5.53,Harvest
Kathleen Jennifer Bryant,Non-Irrigated,NSIC Rc 222,Purok 4,Coconut,0.95,0.63,0.53,1.29,October,2022,3.4,Harvest
Kathleen Jennifer Bryant,Non-Irrigated,NSIC Rc 216,Purok 4,Coconut,1.89,1,0.73,1.85,November,2022,5.47,Harvest
Kathleen Jennifer Bryant,Irrigated,NSIC Rc 222,Purok 4,Coconut,1.53,0.69,1.55,1.06,December,2022,4.83,Harvest
Kathleen Jennifer Bryant,Non-Irrigated,NSIC Rc 222,Purok 4,Coconut,1.41,1.45,0.99,1.3,January,2023,5.15,Harvest
Kathleen Jennifer Bryant,Irrigated,PSB Rc82,Purok 4,Coconut,0.78,1.05,1.27,1.12,February,2023,4.22,Harvest
Kathleen Jennifer Bryant,Irrigated,NSIC Rc 222,Purok 4,Coconut,1.99,1.65,0.57,1.47,March,2023,5.68,Harvest
Kathleen Jennifer Bryant,Non-Irrigated,NSIC Rc 216,Purok 4,Coconut,0.85,0.62,0.57,1.87,April,2023,3.91,Harvest
Kathleen Jennifer Bryant,Irrigated,PSB Rc82,Purok 4,Coconut,1.71,1.35,1.31,1.31,May,2023,5.68,Harvest
Kathleen Jennifer Bryant,Non-Irrigated,NSIC Rc 216,Purok 4,Coconut,1.32,1.61,0.53,0.72,June,2023,4.18,Harvest
Kathleen Jennifer Bryant,Irrigated,NSIC Rc 216,Purok 4,Coconut,0.68,0.85,0.89,0.67,July,2023,3.09,Harvest
Kathleen Jennifer Bryant,Non-Irrigated,Tubigan 14,Purok 4,Coconut,1.23,0.96,0.51,1.51,August,2023,4.21,Harvest
Kathleen Jennifer Bryant,Irrigated,Tubigan 14,Purok 4,Coconut,0.94,0.83,1.7,1.48,September,2023,4.95,Harvest
Kathleen Jennifer Bryant,Non-Irrigated,NSIC Rc 222,Purok 4,Coconut,1.45,1.49,0.99,1.64,October,2023,5.57,Harvest
Kathleen Jennifer Bryant,Irrigated,PSB Rc82,Purok 4,Coconut,1.26,1.52,1.72,1.45,November,2023,5.95,Harvest
Kathleen Jennifer Bryant,Irrigated,PSB Rc82,Purok 4,Coconut,1,1.35,0.96,0.73,December,2023,4.04,Harvest
Kathleen Jennifer Bryant,Non-Irrigated,NSIC Rc 222,Purok 4,Coconut,0.74,0.51,0.56,1.08,January,2024,2.89,Harvest
Kathleen Jennifer Bryant,Non-Irrigated,NSIC Rc 216,Purok 4,Coconut,0.66,1.23,0.87,1.62,February,2024,4.38,Harvest
Kathleen Jennifer Bryant,Irrigated,PSB Rc82,Purok 4,Coconut,1.58,1.07,1.35,1.24,March,2024,5.24,Harvest
Kathleen Jennifer Bryant,Irrigated,NSIC Rc 216,Purok 4,Coconut,0.56,1.66,0.53,1.98,April,2024,4.73,Harvest
Kathleen Jennifer Bryant,Non-Irrigated,NSIC Rc 216,Purok 4,Coconut,1.83,1.63,1.13,1.82,May,2024,6.41,Harvest
Kathleen Jennifer Bryant,Non-Irrigated,NSIC Rc 216,Purok 4,Coconut,0.51,0.85,1.54,1.09,June,2024,3.99,Harvest
Kathleen Jennifer Bryant,Non-Irrigated,NSIC Rc 216,Purok 4,Coconut,1.79,1.82,1.73,0.74,July,2024,6.08,Harvest
Kathleen Jennifer Bryant,Irrigated,Tubigan 14,Purok 4,Coconut,0.61,1.3,1.01,1.11,August,2024,4.03,Harvest
Kathleen Jennifer Bryant,Irrigated,Tubigan 14,Purok 4,Coconut,0.59,1.7,1.99,0.92,September,2024,5.2,Harvest
Kathleen Jennifer Bryant,Irrigated,NSIC Rc 222,Purok 4,Coconut,1.86,1.2,0.99,0.58,October,2024,4.63,Harvest
Kathleen Jennifer Bryant,Irrigated,PSB Rc82,Purok 4,Coconut,1.99,1.66,1.15,1.94,November,2024,6.74,Harvest
Kathleen Jennifer Bryant,Non-Irrigated,Tubigan 14,Purok 4,Coconut,0.75,1.64,1.64,0.74,December,2024,4.77,Harvest
Kimberly Justin Lang,Non-Irrigated,NSIC Rc 216,Purok 3,Coconut,1.14,0.98,0.77,1.47,January,2020,4.36,Harvest
Kimberly Justin Lang,Irrigated,NSIC Rc 216,Purok 3,Coconut,1.01,0.75,0.52,1.54,February,2020,3.82,Harvest
Kimberly Justin Lang,Irrigated,Tubigan 14,Purok 3,Coconut,1.29,0.96,1.15,1.89,March,2020,5.29,Harvest
Kimberly Justin Lang,Non-Irrigated,PSB Rc82,Purok 3,Coconut,1.29,0.8,1.01,1.66,April,2020,4.76,Harvest
Kimberly Justin Lang,Irrigated,Tubigan 14,Purok 3,Coconut,0.62,0.63,1.53,1.5,May,2020,4.28,Harvest
Kimberly Justin Lang,Irrigated,NSIC Rc 216,Purok 3,Coconut,1.99,1.45,1.96,1.4,June,2020,6.8,Harvest
Kimberly Justin Lang,Irrigated,NSIC Rc 216,Purok 3,Coconut,1.75,0.68,0.51,0.64,July,2020,3.58,Harvest
Kimberly Justin Lang,Irrigated,NSIC Rc 222,Purok 3,Coconut,0.55,0.71,0.63,1.4,August,2020,3.29,Harvest
Kimberly Justin Lang,Irrigated,Tubigan 14,Purok 3,Coconut,0.53,1.72,1.66,1.71,September,2020,5.62,Harvest
Kimberly Justin Lang,Irrigated,NSIC Rc 222,Purok 3,Coconut,0.91,1.29,1.04,0.77,October,2020,4.01,Harvest
Kimberly Justin Lang,Non-Irrigated,NSIC Rc 216,Purok 3,Coconut,1.76,1.72,0.66,1.34,November,2020,5.48,Harvest
Kimberly Justin Lang,Irrigated,NSIC Rc 216,Purok 3,Coconut,0.73,1.16,0.66,1.82,December,2020,4.37,Harvest
Kimberly Justin Lang,Non-Irrigated,NSIC Rc 216,Purok 3,Coconut,1.18,1.72,0.95,1.15,January,2021,5,Harvest
Kimberly Justin Lang,Non-Irrigated,Tubigan 14,Purok 3,Coconut,0.97,1.91,1.19,1.32,February,2021,5.39,Harvest
Kimberly Justin Lang,Irrigated,NSIC Rc 222,Purok 3,Coconut,1.06,1.79,1.06,0.87,March,2021,4.78,Harvest
Kimberly Justin Lang,Non-Irrigated,Tubigan 14,Purok 3,Coconut,1.64,1.97,0.76,1.92,April,2021,6.29,Harvest
Kimberly Justin Lang,Irrigated,Tubigan 14,Purok 3,Coconut,1.57,1.92,1.62,1.13,May,2021,6.24,Harvest
Kimberly Justin Lang,Non-Irrigated,NSIC Rc 216,Purok 3,Coconut,1.16,0.79,1.77,1.35,June,2021,5.07,Harvest
Kimberly Justin Lang,Non-Irrigated,PSB Rc82,Purok 3,Coconut,1.35,1.57,1.77,1.02,July,2021,5.71,Harvest
Kimberly Justin Lang,Non-Irrigated,NSIC Rc 216,Purok 3,Coconut,0.82,1.55,1.14,1.57,August,2021,5.08,Harvest
Kimberly Justin Lang,Irrigated,NSIC Rc 222,Purok 3,Coconut,0.59,0.93,1.56,1.05,September,2021,4.13,Harvest
Kimberly Justin Lang,Irrigated,PSB Rc82,Purok 3,Coconut,1.06,1.33,1.24,1.24,October,2021,4.87,Harvest
Kimberly Justin Lang,Non-Irrigated,PSB Rc82,Purok 3,Coconut,0.63,1.36,1.77,1.85,November,2021,5.61,Harvest
Kimberly Justin Lang,Non-Irrigated,NSIC Rc 222,Purok 3,Coconut,1.02,1.86,1.28,0.73,December,2021,4.89,Harvest
Kimberly Justin Lang,Non-Irrigated,NSIC Rc 216,Purok 3,Coconut,1.5,1.59,0.83,1.88,January,2022,5.8,Harvest
Kimberly Justin Lang,Non-Irrigated,NSIC Rc 222,Purok 3,Coconut,1.32,1.28,1.4,1.39,February,2022,5.39,Harvest
Kimberly Justin Lang,Non-Irrigated,Tubigan 14,Purok 3,Coconut,0.58,0.53,0.85,1.7,March,2022,3.66,Harvest
Kimberly Justin Lang,Irrigated,NSIC Rc 222,Purok 3,Coconut,1.7,1.53,1.41,1.44,April,2022,6.08,Harvest
Kimberly Justin Lang,Non-Irrigated,NSIC Rc 216,Purok 3,Coconut,1.44,0.7,1.96,1.66,May,2022,5.76,Harvest
Kimberly Justin Lang,Non-Irrigated,NSIC Rc 222,Purok 3,Coconut,1.06,0.96,1.75,1.1,June,2022,4.87,Harvest
Kimberly Justin Lang,Non-Irrigated,PSB Rc82,Purok 3,Coconut,1.15,1.54,0.94,0.65,July,2022,4.28,Harvest
Kimberly Justin Lang,Non-Irrigated,NSIC Rc 222,Purok 3,Coconut,0.85,0.77,0.69,0.61,August,2022,2.92,Harvest
Kimberly Justin Lang,Non-Irrigated,PSB Rc82,Purok 3,Coconut,0.91,1.82,1.32,1.31,September,2022,5.36,Harvest
Kimberly Justin Lang,Non-Irrigated,PSB Rc82,Purok 3,Coconut,1.5,0.55,0.53,0.9,October,2022,3.48,Harvest
Kimberly Justin Lang,Non-Irrigated,Tubigan 14,Purok 3,Coconut,1.3,1.07,1.84,1.75,November,2022,5.96,Harvest
Kimberly Justin Lang,Non-Irrigated,PSB Rc82,Purok 3,Coconut,0.89,1.01,0.91,1.9,December,2022,4.71,Harvest
Kimberly Justin Lang,Irrigated,NSIC Rc 222,Purok 3,Coconut,1.69,1.92,1.6,0.64,January,2023,5.85,Harvest
Kimberly Justin Lang,Irrigated,PSB Rc82,Purok 3,Coconut,1,0.53,1.08,0.58,February,2023,3.19,Harvest
Kimberly Justin Lang,Irrigated,PSB Rc82,Purok 3,Coconut,1.13,1.57,1.36,1.38,March,2023,5.44,Harvest
Kimberly Justin Lang,Irrigated,Tubigan 14,Purok 3,Coconut,1.04,0.85,1.13,0.54,April,2023,3.56,Harvest
Kimberly Justin Lang,Irrigated,NSIC Rc 222,Purok 3,Coconut,1.86,1.87,1.18,1.57,May,2023,6.48,Harvest
Kimberly Justin Lang,Irrigated,NSIC Rc 222,Purok 3,Coconut,1.04,1.67,1.82,0.85,June,2023,5.38,Harvest
Kimberly Justin Lang,Irrigated,Tubigan 14,Purok 3,Coconut,0.56,0.6,0.7,1.57,July,2023,3.43,Harvest
Kimberly Justin Lang,Non-Irrigated,NSIC Rc 222,Purok 3,Coconut,1.61,0.95,0.53,1.63,August,2023,4.72,Harvest
Kimberly Justin Lang,Irrigated,NSIC Rc 216,Purok 3,Coconut,1.88,1.25,0.53,1.06,September,2023,4.72,Harvest
Kimberly Justin Lang,Irrigated,NSIC Rc 222,Purok 3,Coconut,0.98,1.06,1.01,0.71,October,2023,3.76,Harvest
Kimberly Justin Lang,Non-Irrigated,NSIC Rc 222,Purok 3,Coconut,0.73,1.92,1.21,0.86,November,2023,4.72,Harvest
Kimberly Justin Lang,Irrigated,NSIC Rc 216,Purok 3,Coconut,1.26,0.7,0.63,1.1,December,2023,3.69,Harvest
Kimberly Justin Lang,Irrigated,PSB Rc82,Purok 3,Coconut,1.68,0.89,1.95,1.3,January,2024,5.82,Harvest
Kimberly Justin Lang,Irrigated,Tubigan 14,Purok 3,Coconut,0.75,0.91,1.16,0.97,February,2024,3.79,Harvest
Kimberly Justin Lang,Irrigated,Tubigan 14,Purok 3,Coconut,1.14,1.17,0.8,1.57,March,2024,4.68,Harvest
Kimberly Justin Lang,Irrigated,NSIC Rc 222,Purok 3,Coconut,1.35,1.35,0.97,0.57,April,2024,4.24,Harvest
Kimberly Justin Lang,Non-Irrigated,NSIC Rc 222,Purok 3,Coconut,1.03,1.25,1.28,0.62,May,2024,4.18,Harvest
Kimberly Justin Lang,Irrigated,Tubigan 14,Purok 3,Coconut,0.79,1.87,1.28,0.53,June,2024,4.47,Harvest
Kimberly Justin Lang,Non-Irrigated,PSB Rc82,Purok 3,Coconut,1.5,1.74,0.6,1.05,July,2024,4.89,Harvest
Kimberly Justin Lang,Irrigated,PSB Rc82,Purok 3,Coconut,0.76,0.78,0.71,1.45,August,2024,3.7,Harvest
Kimberly Justin Lang,Non-Irrigated,PSB Rc82,Purok 3,Coconut,1.5,0.9,1.12,0.53,September,2024,4.05,Harvest
Kimberly Justin Lang,Non-Irrigated,Tubigan 14,Purok 3,Coconut,1.64,1.69,1.88,1.37,October,2024,6.58,Harvest
Kimberly Justin Lang,Irrigated,PSB Rc82,Purok 3,Coconut,1.4,1.04,0.72,0.65,November,2024,3.81,Harvest
Kimberly Justin Lang,Non-Irrigated,NSIC Rc 216,Purok 3,Coconut,1.82,0.65,0.88,1.45,December,2024,4.8,Harvest
Alexis Joel Olson,Non-Irrigated,Tubigan 14,Purok 3,Corn,1.11,1.62,0.93,1.22,January,2020,4.88,Harvest
Alexis Joel Olson,Irrigated,NSIC Rc 222,Purok 3,Corn,1.57,1.06,0.82,1.84,February,2020,5.29,Harvest
Alexis Joel Olson,Irrigated,NSIC Rc 216,Purok 3,Corn,1.85,1.94,1.26,0.9,March,2020,5.95,Harvest
Alexis Joel Olson,Irrigated,PSB Rc82,Purok 3,Corn,0.57,1.91,1.72,0.98,April,2020,5.18,Harvest
Alexis Joel Olson,Irrigated,Tubigan 14,Purok 3,Corn,0.78,1.96,0.85,0.53,May,2020,4.12,Harvest
Alexis Joel Olson,Irrigated,NSIC Rc 216,Purok 3,Corn,0.52,0.68,0.73,0.62,June,2020,2.55,Harvest
Alexis Joel Olson,Irrigated,NSIC Rc 222,Purok 3,Corn,0.82,1.72,0.87,1.85,July,2020,5.26,Harvest
Alexis Joel Olson,Non-Irrigated,Tubigan 14,Purok 3,Corn,0.75,1.99,0.98,1.99,August,2020,5.71,Harvest
Alexis Joel Olson,Irrigated,NSIC Rc 216,Purok 3,Corn,1.65,0.75,0.7,0.98,September,2020,4.08,Harvest
Alexis Joel Olson,Non-Irrigated,NSIC Rc 222,Purok 3,Corn,0.74,1.67,1.02,0.86,October,2020,4.29,Harvest
Alexis Joel Olson,Irrigated,Tubigan 14,Purok 3,Corn,0.81,1.13,1.43,0.51,November,2020,3.88,Harvest
Alexis Joel Olson,Non-Irrigated,PSB Rc82,Purok 3,Corn,1.25,1.03,1.8,1.77,December,2020,5.85,Harvest
Alexis Joel Olson,Irrigated,Tubigan 14,Purok 3,Corn,0.92,1.49,1.32,1.23,January,2021,4.96,Harvest
Alexis Joel Olson,Irrigated,NSIC Rc 216,Purok 3,Corn,0.63,1.47,0.99,1.52,February,2021,4.61,Harvest
Alexis Joel Olson,Irrigated,NSIC Rc 222,Purok 3,Corn,0.73,0.69,1.01,1.82,March,2021,4.25,Harvest
Alexis Joel Olson,Non-Irrigated,NSIC Rc 216,Purok 3,Corn,1.65,1.65,1.37,1.23,April,2021,5.9,Harvest
Alexis Joel Olson,Irrigated,PSB Rc82,Purok 3,Corn,1.84,1.39,1.46,1.76,May,2021,6.45,Harvest
Alexis Joel Olson,Non-Irrigated,NSIC Rc 216,Purok 3,Corn,0.67,1.41,1.24,1.91,June,2021,5.23,Harvest
Alexis Joel Olson,Non-Irrigated,Tubigan 14,Purok 3,Corn,1.72,0.52,0.68,1.25,July,2021,4.17,Harvest
Alexis Joel Olson,Non-Irrigated,Tubigan 14,Purok 3,Corn,1.49,1.46,1.22,0.86,August,2021,5.03,Harvest
Alexis Joel Olson,Non-Irrigated,PSB Rc82,Purok 3,Corn,0.59,0.55,1.63,1.85,September,2021,4.62,Harvest
Alexis Joel Olson,Non-Irrigated,NSIC Rc 216,Purok 3,Corn,1.52,1.62,1.46,1.57,October,2021,6.17,Harvest
Alexis Joel Olson,Non-Irrigated,Tubigan 14,Purok 3,Corn,1.78,1.51,1.58,1.74,November,2021,6.61,Harvest
Alexis Joel Olson,Irrigated,NSIC Rc 216,Purok 3,Corn,1.91,1.32,1.31,0.55,December,2021,5.09,Harvest
Alexis Joel Olson,Non-Irrigated,Tubigan 14,Purok 3,Corn,1.3,1.77,0.91,1.9,January,2022,5.88,Harvest
Alexis Joel Olson,Irrigated,Tubigan 14,Purok 3,Corn,0.71,1.18,0.78,1.01,February,2022,3.68,Harvest
Alexis Joel Olson,Irrigated,Tubigan 14,Purok 3,Corn,1.28,1.64,0.99,1,March,2022,4.91,Harvest
Alexis Joel Olson,Non-Irrigated,Tubigan 14,Purok 3,Corn,0.86,1.02,1.55,0.88,April,2022,4.31,Harvest
Alexis Joel Olson,Irrigated,Tubigan 14,Purok 3,Corn,1.41,1.02,0.81,1.46,May,2022,4.7,Harvest
Alexis Joel Olson,Irrigated,Tubigan 14,Purok 3,Corn,0.54,0.5,0.93,1.42,June,2022,3.39,Harvest
Alexis Joel Olson,Irrigated,PSB Rc82,Purok 3,Corn,0.62,1.75,0.53,1.46,July,2022,4.36,Harvest
Alexis Joel Olson,Irrigated,Tubigan 14,Purok 3,Corn,0.52,1.83,1.53,1.15,August,2022,5.03,Harvest
Alexis Joel Olson,Irrigated,PSB Rc82,Purok 3,Corn,1.38,1.89,1.88,1.9,September,2022,7.05,Harvest
Alexis Joel Olson,Non-Irrigated,NSIC Rc 222,Purok 3,Corn,0.53,1.44,0.53,1.51,October,2022,4.01,Harvest
Alexis Joel Olson,Irrigated,NSIC Rc 222,Purok 3,Corn,0.91,0.57,1.67,2,November,2022,5.15,Harvest
Alexis Joel Olson,Irrigated,NSIC Rc 216,Purok 3,Corn,1.31,1.52,1.05,0.72,December,2022,4.6,Harvest
Alexis Joel Olson,Irrigated,Tubigan 14,Purok 3,Corn,1.91,1.95,0.7,0.75,January,2023,5.31,Harvest
Alexis Joel Olson,Irrigated,Tubigan 14,Purok 3,Corn,0.72,1.42,1.79,1.56,February,2023,5.49,Harvest
Alexis Joel Olson,Non-Irrigated,NSIC Rc 222,Purok 3,Corn,0.7,1.53,0.98,0.91,March,2023,4.12,Harvest
Alexis Joel Olson,Non-Irrigated,NSIC Rc 222,Purok 3,Corn,0.68,1.09,0.9,1.26,April,2023,3.93,Harvest
Alexis Joel Olson,Non-Irrigated,NSIC Rc 216,Purok 3,Corn,1.17,1.05,0.9,0.84,May,2023,3.96,Harvest
Alexis Joel Olson,Non-Irrigated,Tubigan 14,Purok 3,Corn,1.41,0.9,1.31,0.99,June,2023,4.61,Harvest
Alexis Joel Olson,Irrigated,NSIC Rc 216,Purok 3,Corn,1.4,0.61,0.52,0.79,July,2023,3.32,Harvest
Alexis Joel Olson,Non-Irrigated,PSB Rc82,Purok 3,Corn,0.56,1.98,1.16,0.51,August,2023,4.21,Harvest
Alexis Joel Olson,Non-Irrigated,PSB Rc82,Purok 3,Corn,1.67,1.27,1.63,0.88,September,2023,5.45,Harvest
Alexis Joel Olson,Non-Irrigated,Tubigan 14,Purok 3,Corn,1.59,0.82,0.92,1.99,October,2023,5.32,Harvest
Alexis Joel Olson,Non-Irrigated,NSIC Rc 222,Purok 3,Corn,1.19,0.52,1.8,1.77,November,2023,5.28,Harvest
Alexis Joel Olson,Non-Irrigated,NSIC Rc 222,Purok 3,Corn,1.69,1.36,1.49,0.75,December,2023,5.29,Harvest
Alexis Joel Olson,Irrigated,PSB Rc82,Purok 3,Corn,1.35,0.67,1.3,1.2,January,2024,4.52,Harvest
Alexis Joel Olson,Irrigated,Tubigan 14,Purok 3,Corn,1.16,1.03,1.98,1.82,February,2024,5.99,Harvest
Alexis Joel Olson,Irrigated,NSIC Rc 216,Purok 3,Corn,1.6,1.52,1.48,0.58,March,2024,5.18,Harvest
Alexis Joel Olson,Irrigated,PSB Rc82,Purok 3,Corn,0.59,1.61,1.02,0.8,April,2024,4.02,Harvest
Alexis Joel Olson,Irrigated,PSB Rc82,Purok 3,Corn,1.18,1.44,1.79,1.96,May,2024,6.37,Harvest
Alexis Joel Olson,Non-Irrigated,Tubigan 14,Purok 3,Corn,1.9,0.59,1.07,0.61,June,2024,4.17,Harvest
Alexis Joel Olson,Irrigated,NSIC Rc 222,Purok 3,Corn,0.96,0.71,1.82,1.96,July,2024,5.45,Harvest
Alexis Joel Olson,Irrigated,NSIC Rc 216,Purok 3,Corn,1.61,0.78,0.89,1.69,August,2024,4.97,Harvest
Alexis Joel Olson,Irrigated,NSIC Rc 222,Purok 3,Corn,0.86,1.53,1.36,1.21,September,2024,4.96,Harvest
Alexis Joel Olson,Irrigated,NSIC Rc 222,Purok 3,Corn,1.52,0.97,1.82,1.12,October,2024,5.43,Harvest
Alexis Joel Olson,Irrigated,Tubigan 14,Purok 3,Corn,1.22,0.73,1.04,1.47,November,2024,4.46,Harvest
Alexis Joel Olson,Non-Irrigated,NSIC Rc 216,Purok 3,Corn,1.76,0.81,0.9,1.69,December,2024,5.16,Harvest
Kenneth Emily Carr,Non-Irrigated,NSIC Rc 222,Purok 1,Rice,1.51,1.53,1.09,1.11,January,2020,5.24,Harvest
Kenneth Emily Carr,Irrigated,NSIC Rc 222,Purok 1,Rice,0.99,1.54,0.63,0.66,February,2020,3.82,Harvest
Kenneth Emily Carr,Irrigated,Tubigan 14,Purok 1,Rice,1.84,0.69,1.89,1.77,March,2020,6.19,Harvest
Kenneth Emily Carr,Irrigated,NSIC Rc 222,Purok 1,Rice,1.88,1.84,0.97,1.38,April,2020,6.07,Harvest
Kenneth Emily Carr,Irrigated,NSIC Rc 222,Purok 1,Rice,1.28,1.86,1.06,1.66,May,2020,5.86,Harvest
Kenneth Emily Carr,Irrigated,NSIC Rc 216,Purok 1,Rice,0.69,1.6,1.31,1.43,June,2020,5.03,Harvest
Kenneth Emily Carr,Irrigated,NSIC Rc 216,Purok 1,Rice,1.47,2,1.31,0.6,July,2020,5.38,Harvest
Kenneth Emily Carr,Irrigated,NSIC Rc 216,Purok 1,Rice,0.95,1.4,1.33,0.57,August,2020,4.25,Harvest
Kenneth Emily Carr,Irrigated,NSIC Rc 222,Purok 1,Rice,1.37,0.76,0.89,1.36,September,2020,4.38,Harvest
Kenneth Emily Carr,Irrigated,NSIC Rc 216,Purok 1,Rice,1.13,1.22,0.97,0.61,October,2020,3.93,Harvest
Kenneth Emily Carr,Irrigated,NSIC Rc 222,Purok 1,Rice,1.52,1.13,0.61,1.76,November,2020,5.02,Harvest
Kenneth Emily Carr,Non-Irrigated,NSIC Rc 216,Purok 1,Rice,0.84,1.46,1.78,1.21,December,2020,5.29,Harvest
Kenneth Emily Carr,Irrigated,PSB Rc82,Purok 1,Rice,0.76,1.99,0.55,1.68,January,2021,4.98,Harvest
Kenneth Emily Carr,Non-Irrigated,Tubigan 14,Purok 1,Rice,0.99,0.54,0.89,1.18,February,2021,3.6,Harvest
Kenneth Emily Carr,Irrigated,PSB Rc82,Purok 1,Rice,1.73,0.5,0.5,0.54,March,2021,3.27,Harvest
Kenneth Emily Carr,Irrigated,PSB Rc82,Purok 1,Rice,1.18,0.52,1.4,1.42,April,2021,4.52,Harvest
Kenneth Emily Carr,Non-Irrigated,NSIC Rc 216,Purok 1,Rice,1.14,1.14,1.82,0.99,May,2021,5.09,Harvest
Kenneth Emily Carr,Irrigated,NSIC Rc 222,Purok 1,Rice,1.46,1.03,1.62,1.48,June,2021,5.59,Harvest
Kenneth Emily Carr,Irrigated,Tubigan 14,Purok 1,Rice,0.96,1.77,1.88,0.82,July,2021,5.43,Harvest
Kenneth Emily Carr,Irrigated,NSIC Rc 216,Purok 1,Rice,0.71,1.97,1.38,1.27,August,2021,5.33,Harvest
Kenneth Emily Carr,Irrigated,Tubigan 14,Purok 1,Rice,1.17,1.88,1.68,0.65,September,2021,5.38,Harvest
Kenneth Emily Carr,Irrigated,NSIC Rc 222,Purok 1,Rice,1.18,1.49,1.54,1.86,October,2021,6.07,Harvest
Kenneth Emily Carr,Non-Irrigated,NSIC Rc 222,Purok 1,Rice,0.86,0.76,1.43,1.42,November,2021,4.47,Harvest
Kenneth Emily Carr,Irrigated,Tubigan 14,Purok 1,Rice,1.65,1.2,1.82,1.04,December,2021,5.71,Harvest
Kenneth Emily Carr,Irrigated,Tubigan 14,Purok 1,Rice,1.12,1.46,1.02,0.86,January,2022,4.46,Harvest
Kenneth Emily Carr,Non-Irrigated,NSIC Rc 222,Purok 1,Rice,1.64,0.94,1.06,0.81,February,2022,4.45,Harvest
Kenneth Emily Carr,Non-Irrigated,Tubigan 14,Purok 1,Rice,1.03,1.21,1.1,1.76,March,2022,5.1,Harvest
Kenneth Emily Carr,Non-Irrigated,PSB Rc82,Purok 1,Rice,0.77,0.57,1.71,0.91,April,2022,3.96,Harvest
Kenneth Emily Carr,Irrigated,PSB Rc82,Purok 1,Rice,1.89,1.17,1.8,1.12,May,2022,5.98,Harvest
Kenneth Emily Carr,Irrigated,Tubigan 14,Purok 1,Rice,1.48,0.6,0.52,0.9,June,2022,3.5,Harvest
Kenneth Emily Carr,Non-Irrigated,Tubigan 14,Purok 1,Rice,1.17,1.35,1.57,1.4,July,2022,5.49,Harvest
Kenneth Emily Carr,Non-Irrigated,Tubigan 14,Purok 1,Rice,2,1.21,0.66,1.31,August,2022,5.18,Harvest
Kenneth Emily Carr,Non-Irrigated,Tubigan 14,Purok 1,Rice,0.62,0.62,1.61,0.8,September,2022,3.65,Harvest
